Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;14 Murcia, Región de;2008;77.205
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2020;249.525
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2019;663.050
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2018;158.803
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2017;128.814
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2016;80.263
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2015;160.310
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2014;158.482
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2013;134.723
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2012;35.984
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2011;149.023
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2010;270.097
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2009;49.869
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;15 Navarra, Comunidad Foral de;2008;503.540
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2020;265.525
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2019;358.431
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2018;845.895
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2017;550.319
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2016;1.199.331
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2015;275.084
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2014;852.763
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2013;705.431
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2012;692.448
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2011;469.056
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2010;742.446
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2009;1.274.933
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;16 País Vasco;2008;820.707
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2020;73.764
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2019;49.141
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2018;16.800
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2017;156.161
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2016;59.473
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2015;55.385
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2014;49.605
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2013;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2012;27.829
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2011;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2010;8.956
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2009;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;17 Rioja, La;2008;47.994
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2020;5.589.717
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2019;3.766.933
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2018;4.321.575
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2017;6.016.297
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2016;4.312.431
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2015;4.144.601
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2014;3.456.637
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2013;5.172.625
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2012;4.441.333
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2011;5.766.849
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2010;8.026.375
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2009;8.829.920
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;;2008;14.215.129
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2020;756.396
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2019;645.403
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2018;277.739
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2017;170.154
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2016;433.047
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2015;605.228
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2014;88.006
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2013;127.642
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2012;221.119
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2011;149.211
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2010;518.842
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2009;316.791
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;01 Andalucía;2008;6.095.500
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2020;156.453
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2019;178.996
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2018;596.635
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2017;162.660
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2016;136.014
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2015;53.185
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2014;201.714
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2013;2.331.197
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2012;155.065
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2011;437.590
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2010;419.186
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2009;485.987
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;02 Aragón;2008;533.953
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2020;201.320
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2019;141.847
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2018;272.777
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2017;107.145
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2016;88.862
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2015;35.114
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2014;176.976
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2013;24.226
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2012;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2011;106.949
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2010;218.509
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2009;78.297
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;03 Asturias, Principado de;2008;173.410
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;Total Nacional;04 Balears, Illes;2020;22.756
